months,day_of_months,hours,outdoor_temperatures,outdoor_humidities,htg_setpoints,clg_setpoints,air_temperatures,air_humidities,people_occupants,air_co2s,window_fan_energies,total_electricity_HVACs,temp_violations,co2_violations,temp_deviations,co2_deviations,time_labels,window_fan_speeds,ac_fan_speeds
1.0,31.0,7.0,-5.5,84.333336,21.0,23.0,8.046712,29.161852,1.9200001,426.04126,27000.0,1378745.4,True,False,11.953288030924078,0,01-31 07:00,1.0,1.0
1.0,31.0,7.0,-5.4,83.666664,21.0,23.0,9.639953,26.520058,1.9200001,433.26718,6750.0,905808.94,True,False,10.360047738560086,0,01-31 07:10,1.0,1.0
1.0,31.0,7.0,-5.3,83.0,21.0,23.0,9.088146,27.48477,1.9200001,435.1311,27000.0,1345245.1,True,False,10.91185376752181,0,01-31 07:20,1.0,1.0
1.0,31.0,7.0,-5.2,82.333336,21.0,23.0,9.975898,26.149942,1.9200001,438.87335,13500.0,894284.9,True,False,10.024102095266741,0,01-31 07:30,1.0,1.0
1.0,31.0,7.0,-5.1,81.666664,21.0,23.0,9.795915,26.567518,1.9200001,443.75278,13500.0,1114975.1,True,False,10.204085797683666,0,01-31 07:40,1.0,1.0
1.0,31.0,7.0,-5.0,81.0,21.0,23.0,9.833932,26.548376,1.9200001,447.09143,13500.0,1115495.0,True,False,10.166068398472786,0,01-31 07:50,1.0,1.0
1.0,31.0,8.0,-4.8166666,80.5,21.0,23.0,11.563346,24.289492,8.16,496.44458,6750.0,873799.4,True,False,8.43665449160316,0,01-31 08:00,1.0,1.0
1.0,31.0,8.0,-4.633333,80.0,21.0,23.0,11.374645,25.232119,8.16,537.6722,6750.0,1088154.2,True,False,8.625355160940702,0,01-31 08:10,1.0,1.0
1.0,31.0,8.0,-4.45,79.5,21.0,23.0,11.640603,25.104046,8.16,542.43384,13500.0,1088499.1,True,False,8.359396563867268,0,01-31 08:20,1.0,1.0
1.0,31.0,8.0,-4.266667,79.0,21.0,23.0,12.524959,24.26367,8.16,569.6082,13500.0,855356.56,True,False,7.475041711652457,0,01-31 08:30,1.0,1.0
1.0,31.0,8.0,-4.0833335,78.5,21.0,23.0,12.893368,24.255457,8.16,587.9823,13500.0,846463.2,True,False,7.10663229879666,0,01-31 08:40,1.0,1.0
1.0,31.0,8.0,-3.9,78.0,21.0,23.0,13.111631,24.304455,8.16,597.62537,27000.0,842726.9,True,False,6.8883681409438875,0,01-31 08:50,1.0,1.0
1.0,31.0,9.0,-3.8,78.5,21.0,23.0,13.370709,24.46414,9.6,613.9794,27000.0,841934.4,True,False,6.629290593659126,0,01-31 09:00,1.0,1.0
1.0,31.0,9.0,-3.7,79.0,21.0,23.0,13.289151,25.132936,9.6,627.3906,9000.0,996188.75,True,False,6.71084892904795,0,01-31 09:10,1.0,1.0
1.0,31.0,9.0,-3.6,79.5,21.0,23.0,12.337332,26.855816,9.6,630.76306,13500.0,1306147.6,True,False,7.662668430614147,0,01-31 09:20,1.0,1.0
1.0,31.0,9.0,-3.5,80.0,21.0,23.0,12.737366,26.463959,9.6,643.8656,13500.0,1085302.0,True,False,7.262633997645528,0,01-31 09:30,1.0,1.0
1.0,31.0,9.0,-3.4,80.5,21.0,23.0,12.762106,26.723255,9.6,647.882,9000.0,1161401.8,True,False,7.237893991521485,0,01-31 09:40,1.0,1.0
1.0,31.0,9.0,-3.3,81.0,21.0,23.0,13.3168,26.22933,9.6,655.7448,9000.0,1008380.3,True,False,6.683199938360907,0,01-31 09:50,1.0,1.0
1.0,31.0,10.0,-3.1166666,80.0,21.0,23.0,12.66722,27.520573,9.6,660.94727,27000.0,1306573.2,True,False,7.332780066799913,0,01-31 10:00,1.0,1.0
1.0,31.0,10.0,-2.9333334,79.0,21.0,23.0,13.830914,25.955883,9.6,663.4714,9000.0,849149.75,True,False,6.169086133285591,0,01-31 10:10,1.0,1.0
1.0,31.0,10.0,-2.75,78.0,21.0,23.0,13.215862,27.085712,9.6,663.5386,27000.0,1299848.9,True,False,6.784137834021806,0,01-31 10:20,1.0,1.0
1.0,31.0,10.0,-2.5666666,77.0,21.0,23.0,14.029248,26.05911,9.6,665.696,13500.0,843597.0,True,False,5.970752067649915,0,01-31 10:30,1.0,1.0
1.0,31.0,10.0,-2.3833334,76.0,21.0,23.0,14.453089,25.775335,9.6,668.1537,13500.0,836054.0,True,False,5.546910901128545,0,01-31 10:40,1.0,1.0
1.0,31.0,10.0,-2.2,75.0,21.0,23.0,14.657165,25.743225,9.6,669.75055,27000.0,831501.75,True,False,5.342835418295104,0,01-31 10:50,1.0,1.0
1.0,31.0,11.0,-2.1166666,74.5,21.0,23.0,13.3619175,28.021484,9.6,670.722,9000.0,1293583.2,True,False,6.638082657684851,0,01-31 11:00,1.0,1.0
1.0,31.0,11.0,-2.0333333,74.0,21.0,23.0,14.025495,26.888624,9.6,670.8037,27000.0,840736.56,True,False,5.974505400828038,0,01-31 11:10,1.0,1.0
1.0,31.0,11.0,-1.95,73.5,21.0,23.0,14.653305,25.994104,9.6,671.44165,13500.0,831993.0,True,False,5.34669517396258,0,01-31 11:20,1.0,1.0
1.0,31.0,11.0,-1.8666667,73.0,21.0,23.0,14.289323,26.69516,9.6,672.2858,13500.0,1060145.2,True,False,5.71067733211985,0,01-31 11:30,1.0,1.0
1.0,31.0,11.0,-1.7833333,72.5,21.0,23.0,14.920561,25.812328,9.6,672.79846,13500.0,828490.06,True,False,5.079439398484499,0,01-31 11:40,1.0,1.0
1.0,31.0,11.0,-1.7,72.0,21.0,23.0,14.4778,26.656958,9.6,673.1162,13500.0,1054159.6,True,False,5.522200011533549,0,01-31 11:50,1.0,1.0
1.0,31.0,12.0,-1.6,72.0,21.0,23.0,14.756797,26.028696,4.8,651.2026,27000.0,828141.3,True,False,5.243203331301242,0,01-31 12:00,1.0,1.0
1.0,31.0,12.0,-1.5,72.0,21.0,23.0,14.83385,25.659685,4.8,621.6016,27000.0,826348.6,True,False,5.166149874614449,0,01-31 12:10,1.0,1.0
1.0,31.0,12.0,-1.4,72.0,21.0,23.0,14.93176,25.333984,4.8,596.0398,27000.0,826264.94,True,False,5.068240084141204,0,01-31 12:20,1.0,1.0
1.0,31.0,12.0,-1.3,72.0,21.0,23.0,15.010859,25.153101,4.8,577.801,27000.0,826042.25,True,False,4.989141295591114,0,01-31 12:30,1.0,1.0
1.0,31.0,12.0,-1.2,72.0,21.0,23.0,15.075102,25.086075,4.8,565.65936,27000.0,826003.56,True,False,4.924898485289827,0,01-31 12:40,1.0,1.0
1.0,31.0,12.0,-1.1,72.0,21.0,23.0,15.134535,25.084011,4.8,557.5256,27000.0,826108.4,True,False,4.865465579108685,0,01-31 12:50,1.0,1.0
1.0,31.0,13.0,-1.1,72.0,21.0,23.0,15.012315,25.572239,7.68,574.13477,9000.0,981244.44,True,False,4.987685261166735,0,01-31 13:00,1.0,1.0
1.0,31.0,13.0,-1.1,72.0,21.0,23.0,15.072453,25.627905,7.68,583.5127,27000.0,826673.94,True,False,4.927547391107243,0,01-31 13:10,1.0,1.0
1.0,31.0,13.0,-1.1,72.0,21.0,23.0,15.367239,25.44536,7.68,595.443,27000.0,826241.75,True,False,4.632761091033723,0,01-31 13:20,1.0,1.0
1.0,31.0,13.0,-1.1,72.0,21.0,23.0,15.499701,25.485003,7.68,603.1473,27000.0,824094.7,True,False,4.50029992214923,0,01-31 13:30,1.0,1.0
1.0,31.0,13.0,-1.1,72.0,21.0,23.0,15.541585,25.616016,7.68,607.91534,27000.0,823198.5,True,False,4.458414909830681,0,01-31 13:40,1.0,1.0
1.0,31.0,13.0,-1.1,72.0,21.0,23.0,15.568078,25.720196,7.68,611.027,27000.0,822946.6,True,False,4.431921717416968,0,01-31 13:50,1.0,1.0
1.0,31.0,14.0,-1.2,72.5,21.0,23.0,15.586067,25.79614,7.68,613.20325,27000.0,823400.9,True,False,4.413932819477363,0,01-31 14:00,1.0,1.0
1.0,31.0,14.0,-1.3,73.0,21.0,23.0,15.591205,25.855848,7.68,614.77826,27000.0,823894.0,True,False,4.408795522448866,0,01-31 14:10,1.0,1.0
1.0,31.0,14.0,-1.4,73.5,21.0,23.0,14.867781,26.966984,7.68,615.83905,6750.0,1057771.5,True,False,5.132219611651323,0,01-31 14:20,1.0,1.0
1.0,31.0,14.0,-1.5,74.0,21.0,23.0,15.117925,26.502573,7.68,615.9989,27000.0,830427.94,True,False,4.882075318024214,0,01-31 14:30,1.0,1.0
1.0,31.0,14.0,-1.6,74.5,21.0,23.0,15.347137,26.089884,7.68,616.7212,27000.0,829021.3,True,False,4.6528628176647935,0,01-31 14:40,1.0,1.0
1.0,31.0,14.0,-1.7,75.0,21.0,23.0,15.443587,25.940216,7.68,617.3077,27000.0,827851.0,True,False,4.55641259747901,0,01-31 14:50,1.0,1.0
1.0,31.0,15.0,-1.7,75.0,21.0,23.0,15.451662,25.954498,7.68,617.72186,27000.0,827154.94,True,False,4.548337899087121,0,01-31 15:00,1.0,1.0
1.0,31.0,15.0,-1.7,75.0,21.0,23.0,14.889253,26.737024,7.68,618.08765,6750.0,1061943.5,True,False,5.110747012426776,0,01-31 15:10,1.0,1.0
1.0,31.0,15.0,-1.7,75.0,21.0,23.0,14.920754,26.63845,7.68,618.14404,27000.0,831341.5,True,False,5.079245968146669,0,01-31 15:20,1.0,1.0
1.0,31.0,15.0,-1.7,75.0,21.0,23.0,15.265724,26.055254,7.68,618.278,13500.0,830343.9,True,False,4.734275429000473,0,01-31 15:30,1.0,1.0
1.0,31.0,15.0,-1.7,75.0,21.0,23.0,15.359837,25.939539,7.68,618.3121,27000.0,828424.4,True,False,4.640163228951884,0,01-31 15:40,1.0,1.0
1.0,31.0,15.0,-1.7,75.0,21.0,23.0,15.416544,25.904518,7.68,618.41064,27000.0,827737.94,True,False,4.583455970851965,0,01-31 15:50,1.0,1.0
1.0,31.0,16.0,-1.7,74.5,21.0,23.0,15.42829,25.909992,7.68,618.4918,27000.0,826172.5,True,False,4.571709652788407,0,01-31 16:00,1.0,1.0
1.0,31.0,16.0,-1.7,74.0,21.0,23.0,14.832121,26.722918,7.68,618.62915,6750.0,1057858.2,True,False,5.167879395883146,0,01-31 16:10,1.0,1.0
1.0,31.0,16.0,-1.7,73.5,21.0,23.0,15.050036,26.277124,7.68,618.661,27000.0,828291.06,True,False,4.949963286146865,0,01-31 16:20,1.0,1.0
1.0,31.0,16.0,-1.7,73.0,21.0,23.0,15.272331,25.794651,7.68,618.72034,27000.0,825401.8,True,False,4.727668527336034,0,01-31 16:30,1.0,1.0
1.0,31.0,16.0,-1.7,72.5,21.0,23.0,15.378553,25.53557,7.68,618.7363,27000.0,822557.56,True,False,4.621446422613802,0,01-31 16:40,1.0,1.0
1.0,31.0,16.0,-1.7,72.0,21.0,23.0,15.393235,25.432446,7.68,618.73035,27000.0,820628.2,True,False,4.6067646710794445,0,01-31 16:50,1.0,1.0
1.0,31.0,17.0,-1.7833333,72.5,21.0,23.0,14.444445,26.6834,6.72,611.21686,5400.0,1009433.25,True,False,5.555554877089545,0,01-31 17:00,1.0,1.0
1.0,31.0,17.0,-1.8666667,73.0,21.0,23.0,14.6445875,26.237104,6.72,608.423,27000.0,829323.06,True,False,5.355412196179195,0,01-31 17:10,1.0,1.0
1.0,31.0,17.0,-1.95,73.5,21.0,23.0,14.833371,25.749935,6.72,603.2827,27000.0,828260.56,True,False,5.166628707307082,0,01-31 17:20,1.0,1.0
1.0,31.0,17.0,-2.0333333,74.0,21.0,23.0,13.950194,26.90614,6.72,600.984,9000.0,1138611.8,True,False,6.049805531741981,0,01-31 17:30,1.0,1.0
1.0,31.0,17.0,-2.1166666,74.5,21.0,23.0,14.11832,26.417164,6.72,598.30096,9000.0,987278.0,True,False,5.881679469070075,0,01-31 17:40,1.0,1.0
1.0,31.0,17.0,-2.2,75.0,21.0,23.0,14.56148,25.677862,6.72,597.72095,13500.0,833291.94,True,False,5.438520111641077,0,01-31 17:50,1.0,1.0
1.0,31.0,18.0,-2.1166666,75.0,21.0,23.0,14.441082,25.740509,3.8400002,584.1031,27000.0,831273.7,True,False,5.558918082093532,0,01-31 18:00,1.0,1.0
1.0,31.0,18.0,-2.0333333,75.0,21.0,23.0,14.321925,25.772074,3.8400002,564.9119,27000.0,832802.0,True,False,5.678074641880766,0,01-31 18:10,1.0,1.0
1.0,31.0,18.0,-1.95,75.0,21.0,23.0,14.26248,25.755186,3.8400002,548.2953,27000.0,834344.2,True,False,5.737519950038269,0,01-31 18:20,1.0,1.0
1.0,31.0,18.0,-1.8666667,75.0,21.0,23.0,14.253534,25.727242,3.8400002,536.397,27000.0,835381.75,True,False,5.746465593252427,0,01-31 18:30,1.0,1.0
1.0,31.0,18.0,-1.7833333,75.0,21.0,23.0,13.64845,26.640259,3.8400002,530.3077,6750.0,1068889.8,True,False,6.351550385758001,0,01-31 18:40,1.0,1.0
1.0,31.0,18.0,-1.7,75.0,21.0,23.0,13.862828,26.314983,3.8400002,529.7025,27000.0,842265.2,True,False,6.137172219838863,0,01-31 18:50,1.0,1.0
1.0,31.0,19.0,-1.7,75.0,21.0,23.0,14.075571,26.023405,3.8400002,525.07794,27000.0,840160.0,True,False,5.9244290977392655,0,01-31 19:00,1.0,1.0
1.0,31.0,19.0,-1.7,75.0,21.0,23.0,14.170338,25.945667,3.8400002,520.8017,27000.0,838149.1,True,False,5.82966277663963,0,01-31 19:10,1.0,1.0
1.0,31.0,19.0,-1.7,75.0,21.0,23.0,14.178062,26.002272,3.8400002,517.5296,27000.0,837284.56,True,False,5.821937783446009,0,01-31 19:20,1.0,1.0
1.0,31.0,19.0,-1.7,75.0,21.0,23.0,14.170529,26.065624,3.8400002,515.24695,27000.0,837224.06,True,False,5.8294707808540505,0,01-31 19:30,1.0,1.0
1.0,31.0,19.0,-1.7,75.0,21.0,23.0,13.102566,27.671116,3.8400002,514.08984,6750.0,1188725.8,True,False,6.8974341357935,0,01-31 19:40,1.0,1.0
1.0,31.0,19.0,-1.7,75.0,21.0,23.0,13.414337,27.114187,3.8400002,513.9583,27000.0,847994.06,True,False,6.585662518436662,0,01-31 19:50,1.0,1.0
1.0,31.0,20.0,-1.6,75.5,21.0,23.0,13.669628,26.628613,1.92,504.2181,27000.0,846534.2,True,False,6.330371988050535,0,01-31 20:00,1.0,1.0
1.0,31.0,20.0,-1.5,76.0,21.0,23.0,12.258468,28.92472,1.92,492.9245,9000.0,1310970.2,True,False,7.741532185264255,0,01-31 20:10,1.0,1.0
1.0,31.0,20.0,-1.4,76.5,21.0,23.0,12.920918,27.835592,1.92,488.9978,27000.0,863587.06,True,False,7.079081549602272,0,01-31 20:20,1.0,1.0
1.0,31.0,20.0,-1.3,77.0,21.0,23.0,13.375074,27.29392,1.92,482.6492,13500.0,856356.2,True,False,6.62492605808435,0,01-31 20:30,1.0,1.0
1.0,31.0,20.0,-1.2,77.5,21.0,23.0,13.513955,27.296549,1.92,479.77325,27000.0,854832.5,True,False,6.486045077900851,0,01-31 20:40,1.0,1.0
1.0,31.0,20.0,-1.1,78.0,21.0,23.0,13.613747,27.504137,1.92,473.54257,27000.0,855482.7,True,False,6.3862532336558075,0,01-31 20:50,1.0,1.0
1.0,31.0,21.0,-1.35,78.0,21.0,23.0,13.618232,27.735464,1.92,468.20535,27000.0,852611.44,True,False,6.38176822654397,0,01-31 21:00,1.0,1.0
1.0,31.0,21.0,-1.6,78.0,21.0,23.0,12.967847,28.725967,1.92,465.16125,6750.0,1084497.9,True,False,7.032152884051502,0,01-31 21:10,1.0,1.0
1.0,31.0,21.0,-1.85,78.0,21.0,23.0,13.322582,27.850029,1.92,462.16037,6750.0,854526.8,True,False,6.677417813787567,0,01-31 21:20,1.0,1.0
1.0,31.0,21.0,-2.1,78.0,21.0,23.0,13.317171,27.657557,1.92,460.31494,27000.0,850222.2,True,False,6.682828992448927,0,01-31 21:30,1.0,1.0
1.0,31.0,21.0,-2.35,78.0,21.0,23.0,12.378078,28.74585,1.92,459.3126,9000.0,1161045.9,True,False,7.621921980133568,0,01-31 21:40,1.0,1.0
1.0,31.0,21.0,-2.6,78.0,21.0,23.0,13.060316,27.113522,1.92,458.04614,9000.0,853424.0,True,False,6.939684382628441,0,01-31 21:50,1.0,1.0
1.0,31.0,22.0,-2.8666666,77.5,21.0,23.0,11.666669,28.95164,1.92,453.22842,6750.0,1084986.5,True,False,8.333330986517554,0,01-31 22:00,1.0,1.0
1.0,31.0,22.0,-3.1333334,77.0,21.0,23.0,11.859265,28.14506,1.92,452.1094,13500.0,857341.5,True,False,8.14073437116286,0,01-31 22:10,1.0,1.0
1.0,31.0,22.0,-3.4,76.5,21.0,23.0,11.803815,27.73559,1.92,450.52713,27000.0,855574.8,True,False,8.196184933703652,0,01-31 22:20,1.0,1.0
1.0,31.0,22.0,-3.6666667,76.0,21.0,23.0,11.676111,27.192904,1.92,447.8354,27000.0,853697.06,True,False,8.32388856286944,0,01-31 22:30,1.0,1.0
1.0,31.0,22.0,-3.9333334,75.5,21.0,23.0,11.512529,26.699224,1.92,445.82855,27000.0,852839.4,True,False,8.48747030036488,0,01-31 22:40,1.0,1.0
1.0,31.0,22.0,-4.2,75.0,21.0,23.0,11.356734,26.2003,1.92,444.53683,27000.0,852580.56,True,False,8.643266134045021,0,01-31 22:50,1.0,1.0
1.0,31.0,23.0,-4.4666667,76.666664,21.0,23.0,11.125394,25.878044,0.0,435.31482,27000.0,856388.7,False,False,0.0,0,01-31 23:00,1.0,1.0
1.0,31.0,23.0,-4.733333,78.333336,5.0,50.0,10.093616,27.401184,0.0,432.60052,0.0,0.0,False,False,0.0,0,01-31 23:10,0.0,0.0
1.0,31.0,23.0,-5.0,80.0,5.0,50.0,9.473354,28.371414,0.0,428.25882,0.0,0.0,False,False,0.0,0,01-31 23:20,0.0,0.0
1.0,31.0,23.0,-5.266667,81.666664,5.0,50.0,9.135688,28.88823,0.0,427.17145,0.0,0.0,False,False,0.0,0,01-31 23:30,0.0,0.0
1.0,31.0,23.0,-5.5333333,83.333336,5.0,50.0,8.9486065,29.143326,0.0,426.20685,0.0,0.0,False,False,0.0,0,01-31 23:40,0.0,0.0
1.0,31.0,23.0,-5.8,85.0,5.0,50.0,8.716152,29.437077,0.0,423.2812,0.0,0.0,False,False,0.0,0,01-31 23:50,0.0,0.0
2.0,1.0,0.0,-6.05,82.5,5.0,50.0,8.471176,29.643774,0.0,420.20508,0.0,0.0,False,False,0.0,0,02-01 00:00,0.0,0.0
2.0,1.0,0.0,-6.3,80.0,5.0,50.0,8.243765,29.676617,0.0,417.4045,0.0,0.0,False,False,0.0,0,02-01 00:10,0.0,0.0
2.0,1.0,0.0,-6.55,77.5,5.0,50.0,8.045748,29.509266,0.0,414.99652,0.0,0.0,False,False,0.0,0,02-01 00:20,0.0,0.0
2.0,1.0,0.0,-6.8,75.0,5.0,50.0,7.8690677,29.175913,0.0,412.94962,0.0,0.0,False,False,0.0,0,02-01 00:30,0.0,0.0
2.0,1.0,0.0,-7.05,72.5,5.0,50.0,7.703903,28.717575,0.0,411.19916,0.0,0.0,False,False,0.0,0,02-01 00:40,0.0,0.0
2.0,1.0,0.0,-7.3,70.0,5.0,50.0,7.545418,28.162075,0.0,409.69064,0.0,0.0,False,False,0.0,0,02-01 00:50,0.0,0.0
2.0,1.0,1.0,-7.5666666,70.0,5.0,50.0,7.3936224,27.609816,0.0,408.38522,0.0,0.0,False,False,0.0,0,02-01 01:00,0.0,0.0
2.0,1.0,1.0,-7.8333335,70.0,5.0,50.0,7.247914,27.0675,0.0,407.2543,0.0,0.0,False,False,0.0,0,02-01 01:10,0.0,0.0
2.0,1.0,1.0,-8.1,70.0,5.0,50.0,7.107182,26.548061,0.0,406.2748,0.0,0.0,False,False,0.0,0,02-01 01:20,0.0,0.0
2.0,1.0,1.0,-8.366667,70.0,5.0,50.0,6.970431,26.051252,0.0,405.42697,0.0,0.0,False,False,0.0,0,02-01 01:30,0.0,0.0
2.0,1.0,1.0,-8.633333,70.0,5.0,50.0,6.836954,25.57358,0.0,404.6933,0.0,0.0,False,False,0.0,0,02-01 01:40,0.0,0.0
2.0,1.0,1.0,-8.9,70.0,5.0,50.0,6.706245,25.112127,0.0,404.0585,0.0,0.0,False,False,0.0,0,02-01 01:50,0.0,0.0
2.0,1.0,2.0,-9.166667,70.0,5.0,50.0,6.577914,24.661144,0.0,403.50937,0.0,0.0,False,False,0.0,0,02-01 02:00,0.0,0.0
2.0,1.0,2.0,-9.433333,70.0,5.0,50.0,6.451604,24.223886,0.0,403.03427,0.0,0.0,False,False,0.0,0,02-01 02:10,0.0,0.0
